employee_id,job_title,department,start_date,end_date,salary,bonus,benefits,salary_type,currency
798,Assistant Professor,679,9/10/2022,9/27/2003,125492.58,10475.14,paid time off,hourly,USD
158,Assistant Professor,873,7/25/2020,4/19/2018,123840.03,14349.42,retirement plan,hourly,IDR
101,Biostatistician IV,528,10/16/2009,3/21/2003,76387.86,46302.68,paid time off,salary,USD
753,VP Accounting,590,1/23/2000,9/18/2006,66006.1,4665.89,health insurance,salary,JPY
851,Human Resources Assistant II,239,8/9/2005,4/4/2022,91894.64,16679.25,retirement plan,salary,RUB
359,Sales Representative,998,12/28/2022,11/5/2022,186981.78,28919.81,health insurance,hourly,EUR
554,Tax Accountant,760,6/23/2004,9/20/2014,102618.55,26275.78,health insurance,salary,EUR
569,Civil Engineer,818,5/3/2005,8/4/2004,142186.41,42221.71,health insurance,salary,PLN
387,Associate Professor,823,5/5/2015,12/28/2006,163795.72,12295.12,retirement plan,hourly,EUR
585,Nuclear Power Engineer,701,11/1/2006,11/15/2009,59172.89,45398.38,retirement plan,salary,ZAR
863,Developer III,716,7/23/2000,2/2/2015,27334.06,11547.2,paid time off,salary,EUR
859,Internal Auditor,745,10/29/2022,3/29/2005,150365.86,38694.0,retirement plan,hourly,BRL
788,Software Consultant,600,3/22/2000,8/6/2013,83324.91,515.2,paid time off,salary,CNY
633,Sales Associate,799,5/24/2010,7/14/2016,64069.37,8516.58,health insurance,hourly,CNY
112,Programmer Analyst III,874,7/1/2000,1/20/2004,150512.52,7420.44,retirement plan,hourly,RSD
788,Nurse Practicioner,115,4/14/2007,1/19/2004,32276.13,10431.01,health insurance,salary,BRL
615,Information Systems Manager,297,6/22/2009,7/10/2007,26644.77,18952.98,health insurance,salary,ARS
48,Statistician IV,822,6/16/2012,7/18/2021,148158.12,3293.82,paid time off,salary,PHP
83,Actuary,882,11/28/2008,4/7/2011,105142.32,20197.09,health insurance,salary,IDR
583,Assistant Media Planner,142,12/30/2010,12/15/2006,112838.6,39808.71,retirement plan,salary,CNY
167,Librarian,723,6/29/2016,8/26/2004,59904.44,27058.27,health insurance,hourly,THB
144,Programmer Analyst III,417,4/25/2014,9/5/2009,93876.91,42714.01,retirement plan,hourly,MAD
983,Civil Engineer,243,12/13/2003,2/7/2004,68179.18,37324.77,paid time off,salary,PLN
638,Automation Specialist II,532,7/7/2021,10/5/2016,152276.02,19530.24,paid time off,salary,CZK
123,Nuclear Power Engineer,79,2/14/2012,10/19/2009,136720.26,9931.44,paid time off,hourly,EUR
876,Clinical Specialist,727,5/21/2002,6/27/2007,132768.06,3708.81,health insurance,salary,CNY
498,Research Nurse,929,10/13/2007,4/21/2004,168980.03,36576.58,health insurance,hourly,PHP
667,Paralegal,342,12/3/2001,10/2/2003,67427.58,20630.29,paid time off,hourly,IDR
225,Research Assistant I,528,9/4/2012,8/7/2016,165017.16,34420.13,retirement plan,hourly,PEN
649,Help Desk Technician,255,12/13/2006,6/1/2004,93164.01,47840.17,retirement plan,hourly,CNY
814,Sales Representative,592,11/24/2006,5/31/2007,187430.76,22863.49,health insurance,salary,PHP
14,Desktop Support Technician,551,9/13/2022,4/13/2002,71525.35,9831.22,paid time off,salary,CNY
640,Chemical Engineer,177,5/19/2022,6/14/2005,110650.26,4517.56,health insurance,salary,RUB
880,Database Administrator I,746,12/14/2015,2/25/2010,118432.74,17650.02,health insurance,salary,IDR
861,Administrative Assistant II,859,3/22/2013,4/2/2022,108937.0,421.62,paid time off,salary,EUR
108,Technical Writer,459,11/2/2019,5/4/2021,126284.51,17367.73,health insurance,hourly,BYR
718,Assistant Professor,866,9/19/2016,6/28/2001,119590.62,29215.24,paid time off,salary,USD
896,Design Engineer,541,2/11/2008,5/31/2021,78243.86,46693.72,health insurance,hourly,EUR
346,Human Resources Manager,135,1/18/2002,2/13/2022,148032.59,3038.3,retirement plan,hourly,EUR
231,Computer Systems Analyst III,128,6/26/2000,7/2/2015,198367.44,31354.66,paid time off,hourly,IDR
294,Administrative Officer,52,8/27/2009,4/24/2004,90892.1,47524.21,retirement plan,hourly,PHP
581,Assistant Media Planner,646,1/9/2013,5/2/2001,128672.2,37020.65,paid time off,salary,LYD
386,Marketing Manager,509,1/20/2018,1/5/2005,125130.46,41413.85,retirement plan,salary,COP
643,Administrative Officer,109,10/24/2000,7/27/2001,115873.83,43791.21,paid time off,hourly,USD
169,Electrical Engineer,460,2/9/2016,9/21/2013,166144.53,44542.62,retirement plan,hourly,IDR
212,Clinical Specialist,43,7/16/2010,1/26/2011,116439.25,7168.23,paid time off,hourly,PHP
147,Account Coordinator,110,1/7/2014,4/26/2003,36182.54,27318.9,paid time off,hourly,AZN
821,Internal Auditor,557,5/8/2020,8/24/2009,103514.57,14411.16,paid time off,hourly,PEN
952,VP Marketing,377,12/1/2005,1/29/2018,133449.02,10824.29,retirement plan,salary,CNY
334,VP Accounting,332,1/12/2008,7/15/2006,194049.93,15886.64,health insurance,hourly,IDR
870,Financial Analyst,80,2/22/2006,3/30/2013,102446.57,1906.74,paid time off,salary,COP
461,Administrative Assistant III,552,2/10/2000,12/30/2017,177558.53,4526.0,health insurance,salary,CNY
592,Cost Accountant,493,6/3/2022,3/14/2007,126951.6,5172.78,retirement plan,salary,CNY
410,Occupational Therapist,831,12/28/2016,7/30/2022,137933.99,1722.83,health insurance,salary,CNY
995,Account Representative III,646,10/12/2007,11/1/2014,123206.5,16958.53,health insurance,salary,CNY
108,VP Marketing,789,12/9/2018,6/29/2014,158081.37,185.66,retirement plan,hourly,PHP
590,Senior Quality Engineer,282,5/19/2021,2/2/2010,110346.4,42388.21,health insurance,salary,CNY
400,Business Systems Development Analyst,392,12/6/2000,7/28/2013,51710.92,49317.77,paid time off,hourly,BRL
214,Administrative Officer,716,3/22/2012,12/25/2007,103065.94,18827.78,paid time off,salary,YER
755,Civil Engineer,346,10/3/2001,8/4/2008,22063.93,44181.98,health insurance,hourly,LTL
79,Senior Developer,596,10/16/2010,1/20/2002,60831.33,27252.59,retirement plan,salary,SEK
468,Senior Quality Engineer,266,8/7/2001,12/25/2009,187477.78,24978.94,retirement plan,salary,CNY
300,Chief Design Engineer,52,4/29/2013,12/10/2011,118498.22,45755.65,retirement plan,salary,CZK
120,Analyst Programmer,551,2/14/2017,4/15/2008,111130.99,49568.7,retirement plan,salary,PLN
259,Senior Sales Associate,762,4/24/2018,12/23/2019,130778.2,22213.39,retirement plan,hourly,PHP
170,Automation Specialist III,242,6/7/2018,5/23/2017,182285.69,19309.72,paid time off,salary,CNY
431,Graphic Designer,766,2/23/2020,4/15/2017,152496.35,23239.64,paid time off,hourly,CNY
185,Staff Accountant I,823,11/19/2009,12/27/2017,127019.89,19892.12,health insurance,salary,ZAR
504,Data Coordinator,504,9/12/2022,10/18/2013,88221.54,26278.22,health insurance,hourly,BRL
157,Staff Accountant IV,213,10/22/2018,6/8/2008,136750.12,41790.77,retirement plan,hourly,THB
681,Accountant I,174,8/8/2011,10/7/2002,58316.41,4852.55,retirement plan,hourly,CNY
721,Quality Engineer,994,5/20/2014,7/8/2002,112340.51,33129.98,health insurance,salary,PEN
395,Teacher,197,5/21/2005,1/15/2002,165036.41,46568.69,paid time off,hourly,JPY
865,Staff Scientist,934,3/26/2019,8/1/2008,29300.42,42989.28,paid time off,salary,COP
38,Project Manager,71,10/7/2013,1/16/2022,139977.93,45314.66,health insurance,hourly,CUP
858,Structural Engineer,327,4/12/2018,2/8/2020,162033.07,18934.03,paid time off,salary,TZS
757,VP Product Management,678,1/22/2016,6/19/2011,159831.43,11023.02,paid time off,hourly,PLN
55,Marketing Assistant,688,7/29/2017,10/22/2013,146665.07,34878.1,health insurance,hourly,CAD
32,Account Executive,211,5/9/2005,4/1/2001,198636.94,4385.03,paid time off,salary,CNY
79,Quality Engineer,619,3/14/2014,1/24/2004,123760.58,16654.67,retirement plan,hourly,CNY
468,Human Resources Assistant III,804,7/23/2003,5/26/2022,72663.73,20095.94,health insurance,hourly,COP
845,Product Engineer,31,6/23/2001,6/3/2004,44512.07,28564.24,paid time off,salary,IDR
129,Data Coordinator,449,11/10/2003,6/15/2022,66830.81,23225.35,retirement plan,hourly,JPY
299,Desktop Support Technician,617,4/26/2000,8/28/2002,129760.3,17707.04,health insurance,hourly,JPY
468,Account Representative IV,419,2/27/2014,1/26/2002,130223.25,4322.8,retirement plan,hourly,CNY
980,Teacher,769,6/15/2013,7/12/2014,125294.55,15748.19,health insurance,salary,ETB
462,Safety Technician I,404,2/17/2013,9/10/2022,108202.13,38782.01,retirement plan,salary,ALL
546,Safety Technician II,459,2/11/2019,8/14/2003,157233.15,49588.05,paid time off,hourly,CNY
67,Administrative Assistant I,582,11/15/2004,11/4/2019,58235.34,29091.82,health insurance,hourly,EUR
444,Help Desk Technician,676,1/2/2005,9/15/2016,178376.27,33730.13,health insurance,hourly,AMD
965,Desktop Support Technician,664,3/16/2010,1/25/2011,92957.67,27181.76,paid time off,salary,IDR
997,Senior Editor,480,9/6/2011,12/2/2019,39755.96,10908.59,retirement plan,salary,IDR
522,Structural Engineer,126,12/6/2019,12/13/2008,71735.98,14066.77,paid time off,hourly,IDR
406,Help Desk Operator,499,5/13/2005,10/28/2003,135001.09,6414.21,paid time off,salary,JPY
781,Cost Accountant,276,4/18/2019,8/2/2010,108452.2,19680.02,retirement plan,hourly,IDR
551,Tax Accountant,790,12/24/2017,4/10/2006,107064.02,39671.49,paid time off,salary,CNY
749,Occupational Therapist,685,5/17/2014,5/18/2012,83684.16,39707.67,retirement plan,hourly,CNY
641,Business Systems Development Analyst,228,12/23/2004,8/9/2019,109242.14,30759.1,retirement plan,hourly,EUR
715,Research Nurse,286,6/23/2003,9/5/2007,21877.38,46662.2,health insurance,hourly,PLN
644,Community Outreach Specialist,922,8/24/2015,10/6/2010,85553.52,34781.39,paid time off,salary,PHP
178,Software Engineer IV,236,3/3/2009,4/11/2018,40765.25,32768.98,retirement plan,hourly,PEN
453,Assistant Media Planner,136,7/29/2014,5/20/2002,119664.8,11710.31,paid time off,salary,PHP
275,Accounting Assistant I,936,7/21/2021,1/28/2020,139751.59,13925.38,retirement plan,hourly,BRL
205,Environmental Tech,86,10/29/2019,6/9/2012,94930.13,32436.25,paid time off,salary,PLN
501,Quality Engineer,464,7/17/2013,9/14/2014,185036.86,41577.42,paid time off,salary,CNY
950,Pharmacist,126,9/9/2009,6/8/2005,32098.21,25741.55,retirement plan,hourly,SEK
884,Actuary,775,5/5/2003,5/25/2022,64711.64,14385.71,health insurance,salary,CNY
217,Software Test Engineer IV,909,9/2/2004,6/30/2004,135137.02,6022.78,health insurance,hourly,SEK
498,Marketing Assistant,30,12/5/2017,8/15/2020,39308.21,26560.71,paid time off,hourly,ALL
383,Chemical Engineer,938,11/9/2014,4/27/2015,181194.48,46202.48,retirement plan,hourly,CNY
81,Mechanical Systems Engineer,531,11/8/2010,11/3/2011,170776.74,22953.73,retirement plan,salary,VEF
844,Information Systems Manager,661,2/4/2021,6/18/2001,60141.46,31197.21,retirement plan,hourly,THB
912,Account Representative II,170,5/27/2019,8/29/2010,166132.7,3711.47,paid time off,salary,PLN
345,Nurse,315,1/26/2021,5/15/2014,196408.06,42378.19,health insurance,hourly,EUR
150,Associate Professor,913,8/8/2010,10/25/2017,137675.34,7174.67,paid time off,hourly,IDR
865,Structural Analysis Engineer,591,7/10/2020,9/16/2003,104870.88,19598.2,retirement plan,hourly,CNY
67,Executive Secretary,456,7/9/2017,5/1/2009,62916.51,20577.83,paid time off,salary,BRL
802,Editor,527,6/24/2016,1/3/2003,165311.12,10226.48,retirement plan,hourly,AMD
565,Internal Auditor,140,4/5/2016,2/11/2022,129881.6,4834.24,retirement plan,salary,KPW
850,Web Designer II,150,8/2/2010,4/29/2002,120893.39,49331.32,retirement plan,hourly,PEN
958,Dental Hygienist,603,1/18/2009,2/15/2016,91939.7,25827.52,health insurance,hourly,EUR
282,Nuclear Power Engineer,864,10/2/2022,7/9/2002,33063.17,26437.21,retirement plan,salary,PHP
83,Dental Hygienist,651,1/6/2016,5/10/2017,163019.28,6628.53,retirement plan,salary,IDR
563,Product Engineer,452,6/1/2021,4/28/2002,163626.79,32666.73,health insurance,hourly,IDR
874,Electrical Engineer,719,7/28/2011,6/23/2022,111147.87,13529.31,retirement plan,salary,CNY
881,Graphic Designer,464,7/14/2020,4/2/2021,141267.14,16148.53,health insurance,salary,EUR
165,VP Accounting,479,1/4/2005,1/15/2000,107123.46,7437.08,health insurance,hourly,IDR
588,Analyst Programmer,923,1/24/2011,8/30/2002,83881.57,8264.75,retirement plan,hourly,RSD
824,Senior Quality Engineer,900,1/26/2013,9/27/2000,41690.89,43463.61,retirement plan,salary,MAD
976,Assistant Professor,400,8/28/2011,1/6/2018,114460.64,49623.63,health insurance,hourly,THB
4,Programmer IV,732,11/10/2009,11/13/2003,180817.5,47344.43,paid time off,hourly,EUR
667,Desktop Support Technician,189,2/2/2004,6/1/2012,26816.77,20556.93,health insurance,salary,CNY
930,VP Quality Control,523,2/7/2018,3/1/2005,46846.56,7221.87,health insurance,hourly,CNY
778,Geological Engineer,708,11/17/2019,3/6/2001,73279.72,8752.02,health insurance,salary,SEK
979,Account Executive,802,12/19/2008,12/3/2014,92607.2,29308.39,retirement plan,hourly,BRL
103,Pharmacist,40,6/26/2019,2/9/2005,124973.13,22331.23,paid time off,hourly,BRL
447,Clinical Specialist,74,3/15/2000,4/1/2020,170229.05,15188.91,retirement plan,salary,MKD
744,Dental Hygienist,105,6/13/2022,2/6/2018,144213.55,19325.0,retirement plan,salary,XOF
972,Computer Systems Analyst II,555,6/10/2021,11/4/2016,89248.62,35512.41,paid time off,salary,PLN
444,Assistant Manager,413,3/27/2007,6/20/2009,37395.3,36837.26,health insurance,hourly,TND
636,Geological Engineer,162,8/29/2005,5/18/2011,47298.36,20774.76,health insurance,salary,RUB
535,Administrative Officer,418,9/14/2012,3/11/2019,94421.62,10701.63,paid time off,salary,CNY
216,Research Assistant II,321,5/1/2001,3/4/2015,171390.04,1302.5,retirement plan,hourly,RUB
254,Registered Nurse,60,4/16/2008,1/7/2018,128925.77,49034.96,retirement plan,salary,CNY
602,Help Desk Operator,851,1/13/2021,3/25/2010,145894.55,34767.33,paid time off,hourly,CNY
141,Help Desk Technician,611,8/24/2007,5/11/2015,21934.85,36886.02,health insurance,hourly,EUR
369,Computer Systems Analyst III,29,10/25/2014,11/10/2009,146885.8,11703.34,paid time off,salary,EUR
976,Financial Analyst,933,7/20/2011,9/28/2004,74955.12,27305.08,retirement plan,hourly,CNY
920,Recruiter,303,12/13/2009,11/12/2022,126851.79,46492.19,health insurance,salary,CNY
907,Human Resources Manager,168,6/12/2016,1/13/2022,120844.07,32943.95,paid time off,hourly,SEK
878,VP Marketing,851,10/10/2017,1/1/2014,155209.35,25953.95,paid time off,hourly,LBP
739,Compensation Analyst,415,10/13/2020,8/3/2014,159783.08,43176.09,retirement plan,salary,IDR
405,Marketing Manager,632,2/8/2009,2/2/2005,157442.96,23958.83,paid time off,hourly,EUR
265,Chief Design Engineer,227,6/2/2013,8/31/2010,44676.69,45765.99,paid time off,salary,CNY
435,Geologist II,710,10/14/2000,3/22/2019,124154.01,25266.98,retirement plan,hourly,SEK
5,Occupational Therapist,613,1/26/2018,3/27/2018,179138.51,218.04,paid time off,salary,AMD
766,Project Manager,798,12/6/2012,11/6/2007,150631.11,26297.33,health insurance,salary,SEK
942,Quality Engineer,684,6/14/2016,4/13/2002,36561.39,31385.88,paid time off,hourly,JPY
25,Accountant II,566,11/27/2013,3/7/2001,51067.75,8427.43,health insurance,hourly,NOK
194,Analyst Programmer,342,5/15/2003,1/8/2009,74237.79,3117.52,health insurance,salary,CNY
680,Statistician I,829,5/17/2016,2/11/2010,170234.5,6708.52,paid time off,salary,MYR
813,Civil Engineer,528,8/6/2008,4/22/2019,97417.65,49107.7,retirement plan,salary,EUR
329,Nuclear Power Engineer,243,6/14/2013,9/9/2017,47508.39,6228.32,retirement plan,hourly,JPY
339,Safety Technician II,559,3/13/2011,8/5/2009,174538.94,4114.36,health insurance,hourly,RUB
484,Teacher,51,7/6/2019,8/30/2021,87788.01,12256.72,paid time off,salary,BRL
703,Administrative Officer,70,11/2/2008,8/20/2018,107039.03,5253.2,health insurance,salary,EUR
57,Project Manager,324,11/20/2016,1/27/2014,133558.41,46107.48,retirement plan,hourly,JPY
952,Engineer III,352,7/23/2016,7/6/2016,155542.9,33995.71,retirement plan,salary,CNY
436,Research Associate,496,8/27/2007,1/5/2022,90791.93,17992.28,paid time off,salary,IDR
357,Editor,104,6/30/2011,11/9/2004,151529.8,12719.2,health insurance,salary,CZK
489,Help Desk Technician,679,5/1/2016,4/23/2005,188560.85,32985.5,retirement plan,salary,CNY
147,VP Quality Control,641,10/27/2007,1/30/2015,110787.01,49158.25,retirement plan,hourly,IDR
81,Information Systems Manager,452,2/13/2017,11/2/2013,149472.5,5112.8,retirement plan,salary,CNY
532,Developer I,501,8/9/2021,11/8/2012,22599.06,22140.97,health insurance,hourly,EUR
919,VP Marketing,39,10/21/2004,1/29/2022,118427.83,16447.26,health insurance,salary,BYR
645,Graphic Designer,556,4/29/2000,8/22/2022,63868.52,24102.79,retirement plan,salary,RUB
531,Environmental Specialist,603,12/29/2018,3/29/2005,165217.93,5255.24,retirement plan,salary,RUB
615,Health Coach III,918,12/14/2009,7/20/2017,113711.45,21319.85,retirement plan,hourly,CNY
587,Payment Adjustment Coordinator,551,7/17/2009,11/3/2009,111775.27,43835.31,health insurance,salary,COP
67,Research Assistant I,206,11/23/2019,3/26/2013,188670.32,3991.68,health insurance,hourly,UAH
893,Research Nurse,163,10/21/2021,8/21/2009,182098.15,48020.21,paid time off,salary,DOP
502,Teacher,658,12/4/2015,12/26/2021,51261.19,37069.11,retirement plan,salary,NGN
729,Office Assistant III,814,10/15/2014,12/25/2009,166451.28,28520.43,paid time off,salary,PEN
265,Analyst Programmer,959,10/11/2015,8/2/2013,142593.75,36046.2,paid time off,hourly,EUR
337,Chief Design Engineer,680,11/14/2015,3/3/2007,125707.67,1690.25,retirement plan,salary,IDR
3,Senior Financial Analyst,447,4/20/2019,9/16/2017,95655.81,45153.73,retirement plan,salary,IDR
677,Media Manager I,29,5/10/2011,12/21/2014,80426.4,11937.54,retirement plan,hourly,SEK
59,Help Desk Technician,294,10/25/2011,6/7/2005,50650.72,12568.67,health insurance,salary,CNY
863,VP Marketing,283,11/26/2012,8/18/2004,133973.53,6406.78,retirement plan,salary,NOK
825,Help Desk Operator,238,9/25/2014,1/3/2001,165922.46,47846.0,health insurance,hourly,IDR
812,Automation Specialist III,85,9/28/2000,1/8/2007,191130.93,44594.6,retirement plan,hourly,CNY
108,Administrative Assistant IV,473,11/14/2016,8/30/2019,157912.95,14235.74,paid time off,hourly,IDR
657,Office Assistant III,203,8/17/2017,9/26/2005,163830.94,5729.69,health insurance,salary,CAD
49,Clinical Specialist,149,11/27/2013,6/2/2005,108027.71,11105.11,health insurance,salary,UAH
441,Community Outreach Specialist,528,12/30/2011,3/1/2011,101815.79,761.01,paid time off,salary,PLN
734,Engineer IV,625,11/9/2002,10/3/2012,137959.13,29609.34,retirement plan,salary,IDR
210,Occupational Therapist,247,7/15/2001,9/27/2003,36844.97,20148.35,paid time off,hourly,BRL
965,Accountant III,995,3/14/2000,12/24/2011,46900.33,1811.85,retirement plan,hourly,EUR
792,Structural Analysis Engineer,423,5/8/2015,7/29/2003,130780.64,33943.99,paid time off,hourly,IDR
484,Electrical Engineer,632,6/2/2018,11/23/2003,90862.57,3696.56,paid time off,hourly,CNY
342,Statistician I,133,10/3/2010,7/11/2004,73853.69,44944.95,health insurance,salary,CNY
752,Software Consultant,244,3/2/2018,2/23/2013,164878.92,23203.17,paid time off,salary,SEK
888,Help Desk Operator,763,6/24/2001,3/9/2009,75938.88,20565.73,paid time off,hourly,PLN
189,Graphic Designer,583,2/28/2021,1/24/2015,55387.87,8537.64,retirement plan,salary,RUB
434,Graphic Designer,268,9/1/2020,12/12/2016,130812.34,26166.29,retirement plan,salary,VEF
197,Sales Representative,330,2/23/2012,8/11/2017,113738.33,29323.76,retirement plan,salary,ARS
998,Account Representative II,99,11/29/2010,8/8/2000,37672.76,40606.49,retirement plan,hourly,IDR
638,Technical Writer,680,5/20/2014,9/13/2000,139990.66,34122.11,retirement plan,hourly,TND
195,VP Sales,320,1/11/2005,7/5/2001,168014.06,12813.01,retirement plan,hourly,USD
967,Recruiter,128,9/20/2008,11/17/2021,80602.59,11618.5,retirement plan,salary,CNY
430,Database Administrator I,65,9/14/2004,1/25/2007,75542.46,29379.93,retirement plan,hourly,AFN
756,Associate Professor,683,6/28/2017,8/19/2010,171393.16,46811.0,paid time off,hourly,CNY
379,Chief Design Engineer,99,3/8/2005,10/22/2011,47531.77,48336.44,paid time off,hourly,CLP
400,Recruiter,599,7/12/2007,3/28/2019,176023.46,42280.23,health insurance,hourly,CNY
203,Electrical Engineer,236,1/18/2021,12/30/2014,49726.69,31292.69,paid time off,hourly,IDR
481,Senior Financial Analyst,918,11/5/2014,11/26/2013,78244.19,6989.32,paid time off,hourly,IDR
32,Electrical Engineer,885,4/4/2021,9/1/2022,46963.04,27512.68,paid time off,hourly,CNY
543,Design Engineer,602,2/16/2002,6/3/2019,70052.29,32419.91,health insurance,hourly,EUR
846,Sales Associate,842,7/7/2011,12/16/2009,115171.85,6485.89,paid time off,salary,CNY
323,Programmer Analyst I,188,4/14/2004,11/3/2002,83347.44,48965.48,paid time off,salary,IDR
330,Marketing Assistant,973,5/28/2016,5/20/2014,167055.87,42999.83,retirement plan,salary,IDR
899,Office Assistant I,47,1/4/2004,1/20/2022,163757.68,49077.21,retirement plan,salary,IDR
429,Teacher,633,4/17/2009,12/29/2001,93206.02,11767.16,health insurance,hourly,SAR
910,Mechanical Systems Engineer,156,2/15/2011,10/21/2019,101838.85,32337.62,retirement plan,hourly,ALL
273,Pharmacist,283,8/15/2004,4/3/2022,167096.14,40365.8,retirement plan,hourly,ALL
129,Structural Engineer,148,2/8/2004,2/23/2001,171965.85,28166.36,health insurance,hourly,CNY
8,Information Systems Manager,116,2/24/2006,4/2/2016,29571.16,39918.62,retirement plan,salary,CZK
757,Teacher,182,2/27/2006,1/2/2022,188184.76,10378.1,retirement plan,hourly,UZS
189,Information Systems Manager,873,11/15/2007,12/4/2007,180269.65,6737.94,health insurance,hourly,PLN
134,Database Administrator III,98,11/15/2010,10/10/2002,116984.52,20176.72,health insurance,salary,EUR
406,Geologist II,466,9/9/2005,9/3/2014,49885.51,37485.54,health insurance,salary,IDR
695,Human Resources Assistant I,740,4/16/2021,4/16/2020,21214.5,21866.53,health insurance,salary,ZMW
745,Food Chemist,234,2/14/2008,3/15/2017,146904.27,5745.69,paid time off,salary,IDR
723,Paralegal,335,5/22/2000,12/25/2012,50644.85,46813.79,paid time off,hourly,BYR
401,Chemical Engineer,778,1/8/2009,9/30/2008,91854.42,898.15,retirement plan,hourly,IDR
281,Assistant Professor,618,5/22/2021,12/3/2009,63315.23,991.66,health insurance,salary,IDR
264,Programmer II,126,2/18/2017,3/7/2009,125898.02,34952.73,retirement plan,salary,CNY
241,Quality Control Specialist,33,7/19/2017,8/27/2004,50704.38,26453.29,paid time off,salary,SEK
906,Operator,958,4/23/2004,3/21/2018,30878.34,4730.54,health insurance,hourly,CNY
512,Assistant Professor,49,3/24/2010,8/21/2018,198155.86,43027.91,paid time off,salary,CNY
380,Chemical Engineer,595,12/20/2005,1/8/2005,83622.47,13717.38,paid time off,hourly,COP
123,Research Assistant IV,498,10/28/2013,10/17/2012,194313.33,13989.11,health insurance,salary,NOK
403,Internal Auditor,519,6/18/2019,1/14/2011,137005.74,18885.06,health insurance,salary,PEN
838,Chemical Engineer,621,4/30/2000,3/1/2016,152217.71,39450.09,health insurance,salary,USD
978,Associate Professor,77,1/15/2022,11/11/2000,118545.9,35279.41,health insurance,salary,COP
129,GIS Technical Architect,818,9/16/2003,11/22/2001,28836.7,1984.43,health insurance,hourly,CNY
817,Occupational Therapist,146,9/25/2013,8/19/2021,116792.68,34340.71,health insurance,hourly,TND
384,Environmental Tech,20,8/10/2019,5/7/2018,158343.28,47423.29,retirement plan,salary,CAD
890,Graphic Designer,905,8/23/2014,2/20/2014,129632.12,20320.86,health insurance,hourly,JOD
707,Internal Auditor,45,3/28/2009,7/19/2022,175279.18,23803.15,retirement plan,salary,IDR
925,Geological Engineer,605,9/18/2003,7/11/2000,87862.31,18933.62,health insurance,hourly,PLN
960,Web Developer II,52,9/26/2006,7/23/2020,162763.32,22346.6,paid time off,salary,PLN
636,Quality Engineer,270,2/8/2015,4/8/2001,99790.89,39259.59,health insurance,hourly,RUB
864,Senior Financial Analyst,41,4/23/2005,4/6/2011,110335.8,34394.52,health insurance,hourly,IDR
272,Safety Technician IV,597,12/18/2013,2/25/2003,85356.76,8913.73,paid time off,hourly,IDR
464,Nuclear Power Engineer,14,3/6/2018,10/2/2014,40362.96,33669.36,paid time off,salary,PLN
446,Marketing Manager,315,9/16/2012,4/15/2001,106719.75,21149.5,health insurance,salary,CNY
465,Recruiter,693,11/8/2010,10/3/2006,185576.49,39189.04,retirement plan,hourly,CNY
964,Financial Analyst,39,5/14/2021,7/15/2019,79698.47,15162.81,paid time off,salary,SEK
29,Speech Pathologist,305,1/3/2002,4/10/2003,104423.21,17601.4,retirement plan,hourly,EUR
929,Librarian,262,9/15/2005,1/18/2012,88584.78,23063.82,paid time off,salary,CNY
210,VP Quality Control,159,5/11/2020,12/24/2003,91396.84,37474.91,health insurance,hourly,UAH
531,Account Coordinator,101,12/25/2013,1/6/2020,31389.04,29771.0,retirement plan,salary,IDR
803,General Manager,240,8/28/2008,11/30/2013,66338.56,26787.81,paid time off,hourly,PKR
722,Account Executive,813,10/29/2019,1/3/2004,113662.16,4112.89,paid time off,hourly,RUB
804,Business Systems Development Analyst,357,5/12/2002,6/28/2022,62928.56,5835.88,health insurance,hourly,ARS
514,Budget/Accounting Analyst IV,593,10/30/2008,10/7/2006,132336.25,39528.0,retirement plan,salary,HNL
866,VP Quality Control,453,9/30/2016,9/29/2005,141847.12,10503.87,retirement plan,hourly,IDR
468,Legal Assistant,878,3/8/2005,5/14/2015,60642.08,5965.69,retirement plan,salary,EUR
227,Civil Engineer,162,8/2/2007,8/23/2002,38353.04,30034.27,health insurance,hourly,ARS
135,Administrative Assistant I,939,12/24/2004,9/14/2000,141157.46,6358.02,health insurance,hourly,GEL
562,Software Engineer I,495,9/29/2017,11/1/2019,72589.19,29676.94,health insurance,hourly,CNY
414,Environmental Tech,972,4/21/2017,8/28/2009,178210.38,44113.25,health insurance,hourly,CNY
588,Editor,207,7/3/2006,4/15/2014,198779.36,482.49,health insurance,salary,ILS
962,Project Manager,152,2/16/2011,9/17/2003,145738.62,16331.17,retirement plan,hourly,PHP
557,Professor,574,6/14/2010,1/6/2007,26420.04,12717.65,health insurance,salary,CNY
36,Chemical Engineer,872,3/18/2021,1/24/2014,146419.88,22296.58,health insurance,salary,EUR
101,Associate Professor,922,11/29/2005,1/15/2020,56976.53,47992.39,paid time off,salary,EUR
428,Assistant Manager,586,10/27/2012,7/22/2019,53950.45,49289.8,paid time off,hourly,JPY
708,Information Systems Manager,674,10/25/2002,10/13/2002,33832.12,26531.77,health insurance,hourly,SEK
733,Design Engineer,398,8/15/2010,11/10/2017,23932.95,7472.19,health insurance,salary,CNY
967,Cost Accountant,372,9/13/2000,2/25/2003,134649.94,4989.89,paid time off,salary,CNY
294,Senior Developer,376,4/30/2017,10/31/2005,98856.0,31187.59,paid time off,salary,USD
293,Safety Technician I,363,1/14/2016,4/30/2009,65956.31,8119.23,health insurance,salary,HUF
91,VP Accounting,190,6/14/2002,11/15/2002,183044.08,17075.46,health insurance,salary,THB
